,0,1,2
"[16, 11, 16]",-0.6188564430935882,-0.5403930569099447,-0.5684012502986664
"[14, 8, 15]",-0.5019361633034976,-0.5404316557408992,-0.5368486446197103
"[14, 6, 13]",-0.6098130739879665,-0.4986707964635901,-0.47594578467783033
"[11, 4, 9]",-0.5209328611215052,-0.47805950736381575,-0.4941466899534994
"[9, 4, 7]",-0.4776938685559512,-0.6906233223033982,-1.2478426283630402
"[7, 4, 4]",-0.7713434493979683,-0.7956861864418173,-1.332267738492372
"[15, 8, 14]",-0.49307755118161434,-0.42187439585667275,-0.48492031855147777
"[14, 5, 14]",-0.5244851448230756,-0.5202803301440766,-0.5760897667800082
"[11, 3, 10]",-0.5753613697069151,-0.4680159987323991,-0.5645005039582943
"[5, 2, 7]",-0.6080018783299965,-0.34628857544329705,-0.642613336425651
"[15, 11, 13]",-0.5166405511183536,-0.520784781835357,-0.5142829507579956
"[14, 10, 11]",-0.5097192693936722,-0.5026169123615782,-0.5483854672641942
"[12, 9, 10]",-0.5050856413078275,-0.9162049400780555,-0.5057453445303901
"[10, 7, 9]",-0.4728968882140818,-0.6272898053151685,-0.6035176566842285
"[8, 6, 7]",-0.5059870589071164,-0.5169373531582263,-0.6246988232755954
"[7, 4, 6]",-0.478679979444239,-0.7047067825594417,-0.558767185408064
"[5, 3, 4]",-0.5266057282220947,-0.25559146045961867,-0.6538308196206115
"[19, 12, 16]",-0.8145565769259958,-0.8047632780030132,-0.4972825255451573
"[16, 11, 13]",-0.5198986784509785,-0.4991304256691091,-0.49281840049736797
"[14, 9, 11]",-0.880962321634971,-0.5185366845154871,-0.5933173543887696
"[13, 7, 10]",-0.6165011746182781,-0.5092461950257134,-0.8690033940347579
"[8, 3, 9]",-0.3607359575927528,-0.5364448149301599,-0.5959090372271091
"[5, 3, 6]",0.1976868583218715,-0.6360962981343187,-0.7604772448133729
"[17, 12, 17]",-0.5637317845809777,-0.39703220636460107,-0.4237264420656799
"[13, 9, 16]",-0.48700337751707823,-0.595325754695667,-0.5697560766766436
"[4, 4, 9]",-0.4552652596769556,-0.6584582714185148,-0.5112759248876179
"[3, 4, 6]",-0.4886643201107772,-0.48046578344085333,-0.8029594473720243
"[20, 12, 16]",-0.7825395631728097,-0.6158445414088854,-0.8264526717703958
"[20, 9, 15]",-0.5735839866136151,-0.5990291889419594,-0.5059820691302421
"[19, 9, 12]",-0.5088056112865585,-0.46884820146434436,-0.8891063027876219
"[15, 7, 11]",-0.5345699928370085,-0.6410248643729568,-0.47873565541075724
"[13, 5, 10]",-0.5520878646987645,-0.4988290804997125,-0.5463560243905301
"[12, 4, 7]",-0.43958933755195145,-0.5338845917777286,-1.2852850360833372
"[5, 3, 5]",-0.579204718631313,-0.6065426051664426,-0.5100597890442702
"[19, 10, 18]",-0.8716652177237538,-0.5088779759654165,-0.5922728719148406
"[16, 10, 17]",-0.49208455001876783,-0.5776118414637645,-0.6779907399385028
"[15, 8, 16]",-0.5809629869311117,-0.5024226082999955,-0.6563481753967906
"[15, 8, 12]",-0.599281433990881,-0.5151339402698238,-0.5828598941265454
"[13, 7, 11]",-0.5583451095720331,-0.4989537051222974,-0.49025633420907366
"[10, 6, 6]",-0.5930064043846092,-0.46355689250164833,-0.6032419325868896
"[9, 4, 5]",-0.6858378525454569,-0.5253462826882789,-0.6480656012702403
"[18, 12, 17]",-0.5282125257423661,-0.5763422401847715,-0.616999204240421
"[18, 11, 14]",-0.5119017802902266,-0.766771039472071,-1.1228578128483153
"[15, 9, 13]",-0.4908021509678171,-0.7012333684755276,-1.2492113004960959
"[12, 8, 11]",-0.530012322349062,-0.71648984693158,-0.9150680445948769
"[9, 7, 8]",-0.5224666638686744,-0.9084748710990382,-0.5767591771837619
"[8, 7, 5]",-0.351394458491294,-0.5915067156796472,-0.5696015277432391
"[5, 6, 3]",-0.6582870557160865,-0.41527550395670587,-1.3167051455805043
"[20, 10, 18]",-0.7401810897943714,0.2832868600447091,-0.5145790494706162
"[19, 9, 16]",-0.49148631203994153,-0.4853258902465954,-0.5326256682143271
"[17, 8, 15]",-0.5168582788849585,-0.4921111727410268,-0.49634231371269444
"[13, 5, 15]",-0.5327272266171541,-0.4674038364695099,-0.5232881764817005
"[13, 5, 11]",-0.5587633343268927,-0.4640638239764476,-0.5040598659008686
"[11, 5, 9]",-0.484719281113397,-0.5514661085441959,-0.5790997788487555
"[6, 3, 9]",-0.58793418406435,-0.7039754822534758,-0.4926602515742635
"[4, 2, 7]",-0.6158032486218151,-0.6852710944555,-0.4894722911033738
"[16, 11, 19]",-0.5034592912238878,-0.8785630271512085,-1.1719493682101565
"[15, 8, 19]",-0.4912457501526366,-0.5397600982678388,-0.5391151197878779
"[15, 7, 16]",-0.5747091580418664,-0.6935675627093296,-0.4673016997199146
"[14, 7, 12]",-0.4649336906758387,-0.5266317922284606,-0.5213640543277682
"[11, 6, 10]",-0.4942660012338762,-0.5670903314127649,-0.5472933928922674
"[11, 3, 8]",-0.8719076878175901,-0.49972858758547734,-0.7126118677583266
"[11, 2, 5]",-0.580380693349852,-0.6431821401149245,-0.7980032100074461
"[8, 1, 5]",-0.7956274924673459,-0.483767245435051,-0.8086825432425296
"[14, 9, 18]",-0.5510647627243913,-0.4861869187025434,-0.5657421804980334
"[10, 8, 15]",-0.5936027277318228,-0.5585134922411095,-0.4441337544038929
"[8, 8, 12]",-0.4872586219729909,-0.49507937417198444,-0.5659867223315058
"[5, 5, 11]",-0.5837750262633814,-0.4923680267982932,-0.5926414243849794
"[4, 3, 9]",-0.5935950205214249,-0.47049027152677686,-0.49173276975159363
"[2, 2, 8]",-0.5420034488888958,-0.5150716216830409,-0.6012212755501721
"[17, 11, 18]",-0.5543051947537668,-0.7180040429563458,-0.4042181132157276
"[16, 9, 16]",-0.49324711530256754,-0.7447872368590727,-0.6547343850788757
"[10, 7, 12]",-0.564182581826093,-0.531608206793619,-0.5763938153012635
"[8, 6, 10]",-0.7272135941764802,-0.44064546836605,-0.7872374117096351
"[6, 5, 7]",-0.5634362038005342,-0.7850111282391233,-0.5348012762683825
"[6, 3, 5]",-0.6642172007854235,-0.868224999323024,-0.2658096972207242
"[19, 10, 17]",-0.502932171556217,-0.6757341267764236,-0.6294960757295736
"[19, 8, 14]",-0.6742559847876484,-0.48998694441531093,-0.49732094189116377
"[16, 7, 14]",-0.6505615586832647,-0.4819680004673488,-1.2495431771104228
"[14, 5, 13]",-0.6001322082158567,-0.6381923329808188,-0.5356308651013897
"[12, 5, 10]",-0.5679574834047865,-0.4334022959184237,-0.560757507987329
"[8, 3, 5]",-0.6833731491995225,-0.6013218923227068,-0.47851504828012037
"[16, 8, 17]",-0.7652597549687099,-0.5062960409199317,-0.5615269512264871
"[14, 7, 16]",-0.5468315190809185,-0.5508057618908397,-0.5139194115651652
"[13, 6, 13]",-0.5552472001264466,-0.49757369622231423,-0.5392650564103242
"[7, 2, 7]",-0.4152010417695736,-0.6004112837846004,-0.7083609910890156
"[13, 6, 15]",-0.45377678170590074,-0.5052508915443268,-0.5156381302836073
"[13, 5, 12]",-0.5101259688100332,-0.573773032828512,-0.4948740081578584
"[10, 4, 9]",-0.6613502191243397,-0.5219483196042005,-0.6728832805239253
"[7, 3, 7]",-0.49949768545461565,-0.5491053701417692,-0.6511777610358527
"[7, 1, 5]",-0.6882427205995463,-0.5119966587827203,-0.6461246641464324
"[18, 11, 17]",-0.6928222958281673,-0.5088051445984119,-0.7703451132803544
"[14, 9, 12]",-0.563085403495406,-0.5884945192962613,-0.6862080526264372
"[14, 8, 9]",-0.5216727099560177,-0.49987422365175904,-0.5548223106682508
"[13, 5, 9]",-0.5422462582650875,-0.9725029144448247,-0.17892192771898757
"[10, 3, 8]",-0.5459614520229209,-0.485658337170187,-0.5289592901846389
"[7, 1, 7]",-0.3283612039827578,-0.6496222451710627,-0.8547176833293425
"[17, 11, 17]",-0.48784100696742905,-0.7810131572832637,-0.4783788773617653
"[12, 7, 14]",-0.5259619065141286,-0.20555382918891557,-0.5332400358107453
"[9, 5, 12]",-0.1820839886113676,-0.5326523173248381,-0.8715657426951231
"[6, 3, 7]",-0.41183295401246756,-0.6040230602929104,-0.5620780698410769
"[14, 10, 14]",-0.48665217698403046,-0.5786057510152922,-0.5120018094280677
"[12, 8, 12]",-0.533231509490564,-0.5807417285209117,-0.5123086199381426
"[12, 7, 9]",-0.5223169868521815,-0.32836822161446133,-0.5554652755619465
"[9, 5, 8]",-0.7317028508241994,-0.5890231551183631,-0.39208967720119253
"[6, 4, 5]",-0.6313413320476717,-0.654146726521817,-0.7153462371460918
"[3, 4, 4]",-0.5863737500230165,-0.7610606696884922,-0.397542374798422
"[15, 12, 18]",-0.6250164472127994,-0.38009835019538474,-0.15235649522863515
"[12, 11, 15]",-0.48840687062156524,-1.2584130963146891,-0.5146115479650664
"[14, 11, 13]",-0.5106688109399062,-0.539795209982985,-0.5288191701889743
"[12, 10, 12]",-0.6694947017849068,-0.46301991405281995,-0.5416549425685664
"[11, 8, 11]",-0.5670725251335129,-0.5266905042159722,-0.565994059496342
"[11, 7, 8]",-0.5071711899214548,-0.5935265802932186,-0.5566171306956418
"[8, 6, 8]",-0.44120708236220896,-0.6171393259782434,-0.6208098796330717
"[15, 10, 12]",-0.2751007772149643,-0.55779226256306,-0.6857378261732222
"[14, 7, 11]",-0.5724004501561195,-0.49944031124824784,-0.526416868817063
"[9, 5, 10]",-0.593861381773146,-0.6584553226011739,-0.5066081495645143
"[5, 4, 3]",-0.7963626305349673,-0.6460013617608612,-0.6651045191240901
"[16, 10, 20]",-0.7351479044007401,-0.587117763573803,-0.7587306297490956
"[13, 8, 18]",-0.5751410377757817,-0.569252862765184,-0.4354092909018611
"[13, 6, 16]",-0.6328908624079221,-0.4811425463290814,-0.6574849386896084
"[12, 5, 13]",-0.6077039250604401,-0.4466617220395259,-1.2180038057603588
"[10, 3, 13]",-0.5827973304248334,-0.5265546623359415,-0.8516722350094652
"[8, 3, 10]",-0.6395814904933023,-0.5780159005428942,-0.5398335057692627
"[17, 8, 14]",-0.5396290299264593,-0.5502295475598428,-0.4716879348656319
"[15, 6, 13]",-0.44587223812880766,-0.48828203579948926,-0.5572912350511938
"[15, 6, 9]",-0.870562720300002,-0.4459672970592573,-0.7077402013593418
"[13, 5, 8]",-0.6240270545167577,-0.5823169634141484,-0.928350343296365
"[11, 3, 6]",-0.55972410498525,-0.5970247096338719,-0.41281738031113147
"[8, 3, 4]",-0.9332276242991477,-0.5817611569578451,-0.6277366021413584
"[16, 11, 11]",-0.4976280734442202,-0.6488775050826296,-0.5404548342117459
"[13, 10, 9]",-0.32509505022596147,-1.2323313735186812,-0.5387769822348445
"[10, 10, 8]",-0.571837698756017,-0.3967004755387969,-0.4238378091182383
"[8, 7, 8]",-0.4200457537225032,-0.6542682895550831,-0.9020147094462662
"[7, 6, 6]",-0.5112499683674705,-0.43096212251892213,-0.42212098907472706
"[5, 5, 5]",-0.49498836886320885,-0.707939544179464,-0.5669416390519286
"[14, 9, 16]",-0.6414923885120292,-0.49267541782872104,-0.5496664311524855
"[14, 6, 14]",-0.5232758457117559,-0.5601654243116576,-0.309707554804673
"[11, 5, 11]",-0.4674885439788511,-0.5203483111017247,-0.5211827872573753
"[3, 5, 4]",-0.7146317639687803,-0.5416776690151387,-0.768458088986634
"[18, 10, 18]",-0.5417999768345887,-0.4760845355081763,-0.7190050771575847
"[15, 10, 15]",-0.5897435954135646,-0.5767642641086909,-0.5244972793817032
"[11, 8, 12]",-0.552481120077505,-0.5072496458566962,-0.5660971788817313
"[9, 8, 9]",-0.5492544861664571,-0.5143568632263444,-0.5527286062684109
"[7, 3, 9]",-0.6894308166418356,-0.4897943566348005,-0.49886168385887664
"[15, 11, 14]",-0.5808433212199189,-0.49081997070113736,-0.623950426039857
"[11, 9, 13]",-0.5231285737341175,-0.5224569169202362,-0.6104335234034237
"[9, 9, 11]",-0.6907391388152742,-0.5351848673651697,-0.44814844112664776
"[7, 8, 10]",-0.45648933371840056,-0.7032498661965028,-0.5498145812500542
"[6, 6, 9]",-0.6872175867393409,-0.5341395465250305,-0.6044529934711446
"[17, 9, 16]",-0.48976782401759167,-0.561123248931493,-0.6959430125995261
"[11, 6, 15]",-0.4645215710653998,-0.5250255625330881,-0.606289925588187
"[9, 5, 14]",-0.5206208208289622,-0.8423453698280263,-0.5559996074217128
"[8, 5, 11]",-0.4342406225407818,-0.6112903087137924,-0.5131773910541989
"[6, 3, 10]",-0.5686456221438346,-0.6051240085309483,-0.593086854755785
"[19, 10, 19]",-0.5301416074731814,-0.5161195254903008,-0.36026000055957164
"[17, 9, 17]",-0.7517179957521354,-0.6745630666697384,-0.3822779789289553
"[16, 8, 14]",-0.5411194834968662,-0.5325214611607868,-0.5068389490163799
"[13, 7, 14]",-0.4886348989105804,-0.6964953413205682,-0.5686584527564551
"[10, 6, 12]",-0.5019020967318033,-0.6373143229757393,-0.852276610723452
"[7, 5, 10]",-0.5543662521871866,-0.42058395961739714,-0.5484521083886764
"[6, 5, 6]",-0.6369606448966254,-0.5867975650422999,-0.6242005716088971
"[16, 10, 19]",-0.5317512607484074,-0.7459438369533442,-0.7596562320564877
"[14, 9, 17]",-0.5449257976972985,-0.5058826367892968,-0.5475753382319168
"[12, 8, 15]",-0.5757767288655298,-0.5975191485881385,-0.49794011635728286
"[11, 7, 13]",-0.5290687332035273,-0.5073864320702945,-0.5384584472579714
"[11, 5, 7]",-0.6593245659379783,-0.4626405730464269,-0.8763124097595042
"[9, 5, 5]",-0.3521916827002393,-0.7022582833541327,-0.7595309550544822
"[6, 3, 4]",-0.7949169396184272,-0.6829723899705393,-0.3569921255051197
"[13, 7, 13]",-0.6035117491426455,-0.5293032522512833,-0.4919360331359892
"[12, 7, 10]",-0.5436007893012311,-0.5799470061388041,-0.5667847212106427
"[12, 5, 8]",-0.7951250277380912,-0.4867709181465689,-0.6214264570821282
"[9, 5, 7]",-0.6241008529518048,-0.4880481646163688,-0.542809659055246
"[5, 5, 7]",-0.7522772131148374,-0.4279221832152347,-0.6197669302194682
"[14, 10, 20]",-0.7495157240783364,-0.5764361153791697,-0.6649014753798077
"[11, 9, 20]",-0.03881707692885032,-0.5,-0.2687946368011675
"[10, 8, 18]",-0.4964203503944691,-0.4715488960831753,-0.27303486075778416
"[9, 6, 16]",-0.5093982523909341,-0.565291158045889,-0.45994662215720117
"[7, 5, 13]",-0.5845114165536303,-0.5876438407599192,-0.4381326697500288
"[7, 4, 10]",-0.6337794853065939,-0.6693026762343774,-0.4043269212229147
"[17, 10, 15]",-0.5923740800277499,-0.46076745851707757,-0.5570474112958594
"[12, 9, 14]",-0.8696488747423906,-0.6025010396339594,-0.4797639490203496
"[9, 6, 10]",-0.53433082263306,-0.5697193423481013,-0.4667310354292584
"[6, 4, 6]",-0.7588996265086825,-0.5807676279291927,-0.7967171385799399
"[5, 3, 3]",-0.7591953116933676,-0.6118000521987171,-0.45202616543158564
"[20, 9, 19]",-0.7480632316041126,-0.4672379748098153,-0.5414135101417172
"[11, 5, 8]",-0.5360310786828879,-0.5960516699115899,-0.45666077472189504
"[9, 8, 12]",-0.5203811421424355,-0.43887659088092,-0.6713496174322146
"[8, 8, 9]",-0.48013144404901,-0.5093132995717895,-0.8484117426545736
"[8, 7, 6]",-0.476422834558357,-0.5731158740923997,-0.5781266994032357
"[8, 5, 4]",-0.46205242377273803,-0.604934603108757,-0.6695451948082036
"[16, 12, 18]",-0.5728317605047434,-0.7367544046942606,-0.4807430886546902
"[14, 7, 17]",-0.4550948526697655,-0.5614705507708109,-0.5124134079487608
"[11, 6, 14]",-0.5244993515869778,-0.5707879738331746,-0.2045128029840274
"[9, 6, 11]",-0.5948393747194544,-0.5421157698456714,-0.4341749679228827
"[7, 5, 9]",-0.5484987476479627,-0.5675035455634769,-0.5668645699711725
"[17, 11, 16]",-0.5385266940493669,-0.4999128588319185,-0.7373056451955442
"[14, 9, 15]",-0.5268468492160537,-0.4976069616416342,-0.5838384926545979
"[10, 9, 13]",-0.46084048035577196,-0.574699237629609,-0.5774056058062631
"[8, 7, 12]",-0.42658226898778795,-0.6698808653850292,-0.5498708658406484
"[8, 6, 9]",-0.46342664452663374,-0.5870402777957435,-0.6846039740078051
"[4, 5, 6]",-0.4911424610095493,-0.699845257301247,-0.6859221423126785
"[15, 8, 17]",-0.866696695727248,-0.49537323273222666,-0.5209781602861541
"[14, 7, 15]",-0.5453202259198864,-0.5192619059350599,-0.6114946426221181
"[12, 6, 13]",-0.5734187216480927,-0.47127703575273727,-0.6785417929639392
"[10, 6, 10]",-0.5131288722569913,-0.5691298652596424,-0.4885411590498003
"[10, 4, 8]",-0.6148220127379725,-0.5873322097037633,-0.6055757380200654
"[17, 11, 15]",-0.6702156274915164,-0.1016094334073877,-0.5327316564500164
"[4, 4, 5]",-0.5465570859404902,-0.7047731072924108,-0.33483777358442846
"[14, 8, 18]",-0.6107320727248702,-0.5257035747203495,-0.5044701416197455
"[11, 7, 16]",-0.5390062342411349,-0.4893035561283507,-0.50594428711388
"[11, 7, 12]",-0.5384773224619269,-0.5396944480405322,-0.5262035313456255
"[10, 5, 10]",-0.608400648535825,-0.8548333293723664,-0.5591342261396524
"[8, 2, 9]",-0.5519680102991267,-0.507930103275785,-0.6376094597476681
"[6, 1, 7]",-0.5301250668145343,-0.7001702222352395,-0.5208757477684995
"[15, 9, 15]",-0.5128250522020928,-0.5940684501006558,-0.5236546642914018
"[10, 3, 7]",-0.5651139917446177,-0.5806243256148158,-0.46098779689902525
"[7, 2, 5]",-0.5032364757222443,-0.6679105175268194,-0.37773514242518624
"[15, 11, 17]",-0.8434488966638152,-0.5856730069250788,-0.32998803777232055
"[11, 9, 17]",-0.6647665323536122,-0.5006420648107195,-0.4585089003177101
"[10, 9, 14]",-0.5165524241058839,-0.51512238786143,-0.5011756860085137
"[8, 9, 11]",-0.490417262379117,-0.44267994464412885,-0.5173413198723437
"[6, 8, 10]",-0.4731538369783721,-0.6670504147782663,-0.5622866893030246
"[6, 7, 7]",-0.5154277351761909,-0.5802953013917611,-0.5255643326807886
"[5, 4, 5]",-0.9373554979907106,-0.47341962479401745,-0.6927692262438814
"[15, 9, 12]",-0.5663643141641965,-0.4839842402787206,-1.2503935606860632
"[15, 7, 10]",-0.5507402854389516,-0.49511567121416433,-0.6191118561497575
"[12, 6, 8]",-0.5040498720627572,-0.468844971543699,-0.8766204924729192
"[11, 5, 6]",-0.6076187868655424,-0.7233331503221117,-0.396722090420945
"[7, 5, 6]",-0.5179535387724078,-0.5544918270358581,-0.6685718472038437
"[6, 5, 3]",-0.6530292132814159,-0.34023324765323776,-0.5791452596012121
"[14, 12, 16]",-0.47676850220996647,-0.7034024535676624,-0.6674621064756755
"[14, 12, 12]",-0.4095405007746099,-0.494373361514866,-0.49133914579233173
"[10, 9, 9]",-0.4271951723216263,-0.6373806369592818,-1.2314074458950857
"[7, 7, 5]",-0.356444138322351,-0.45445652664275293,-0.5444834468910318
"[5, 5, 4]",-0.4291945799638803,-0.7302722301150508,-0.46075461098698534
"[16, 11, 18]",-0.8255350428155963,-0.4065989678667897,-0.5321442334981556
"[13, 10, 18]",-0.5385121116116799,-0.5128521203275984,-0.6874522830871835
